STATES,YEAR,Crop,Area,Production,Annual_Rain,Avg_Temperature,Price,Cost_per_Hectare,Cost_per_quintal,Suicides,Export
ASSAM,2011,Cotton(lint),1230.0,581.0,0.0,24.66,6100.0,0.0,0.0,0.0,0.0
ASSAM,2011,Jute,65560.0,608023.0,0.0,24.66,1675.0,0.0,0.0,0.0,0.0
ASSAM,2011,Maize,21297.0,17075.0,0.0,24.66,980.0,0.0,0.0,0.0,3855721.2
ASSAM,2011,Mesta,4877.0,27718.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Niger seed,8423.0,4372.0,0.0,24.66,2900.0,0.0,0.0,0.0,0.0
ASSAM,2011,Orange,14938.0,172501.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Papaya,7321.0,145451.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Sesamum,11801.0,7957.0,0.0,24.66,3400.0,0.0,0.0,0.0,0.0
ASSAM,2011,Small millets,3991.0,2041.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Tapioca,3875.0,28281.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Tobacco,341.0,186.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Arecanut,68699.0,60075.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Black pepper,3647.0,5198.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Dry chillies,19526.0,12871.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Ginger,16338.0,121369.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Gram,1823.0,955.0,0.0,24.66,2800.0,0.0,0.0,0.0,0.0
ASSAM,2011,Linseed,7037.0,3981.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Masoor,22544.0,11798.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Moong,11512.0,6347.0,0.0,24.66,3500.0,0.0,0.0,0.0,0.0
ASSAM,2011,Peas & beans (Pulses),21151.0,13602.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Pineapple,14158.0,223624.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Rapeseed &Mustard,247949.0,138647.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Sweet potato,6558.0,25769.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Urad,53669.0,29832.0,0.0,24.66,3300.0,0.0,0.0,0.0,0.0
ASSAM,2011,Wheat,40194.0,48592.0,0.0,24.66,1285.0,0.0,0.0,0.0,740746.76
ASSAM,2011,Banana,47563.0,729102.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Coconut ,20710.0,175613.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Onion,7372.0,22595.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Potato,97816.0,682597.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2011,Sugarcane,28404.0,1052514.0,0.0,24.66,145.0,0.0,0.0,0.0,0.0
ASSAM,2011,Turmeric,15447.0,13442.0,0.0,24.66,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Rice,2095588.0,3964175.0,0.0,24.69,2530.0,0.0,0.0,0.0,6687990.85
ASSAM,2012,Rice,2484728.0,5120052.0,0.0,24.69,2530.0,0.0,0.0,0.0,6687990.85
ASSAM,2012,Arhar/Tur,5958.0,4937.0,0.0,24.69,3850.0,0.0,0.0,0.0,0.0
ASSAM,2012,Castor seed,902.0,492.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Cotton(lint),1802.0,863.0,0.0,24.69,7500.0,0.0,0.0,0.0,0.0
ASSAM,2012,Jute,65092.0,557990.0,0.0,24.69,2200.0,0.0,0.0,0.0,0.0
ASSAM,2012,Maize,23695.0,21258.0,0.0,24.69,1175.0,0.0,0.0,0.0,4788328.25
ASSAM,2012,Mesta,4479.0,25096.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Niger seed,7669.0,4059.0,0.0,24.69,3500.0,0.0,0.0,0.0,0.0
ASSAM,2012,Orange,16449.0,179637.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Papaya,7849.0,156882.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Sesamum,11413.0,8012.0,0.0,24.69,4200.0,0.0,0.0,0.0,0.0
ASSAM,2012,Small millets,4429.0,2200.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Tapioca,3866.0,31306.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Tobacco,278.0,148.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Arecanut,67327.0,88999.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Black pepper,3531.0,5541.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Dry chillies,18974.0,14765.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Ginger,16718.0,132305.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Gram,1742.0,966.0,0.0,24.69,3000.0,0.0,0.0,0.0,0.0
ASSAM,2012,Linseed,6466.0,3827.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Masoor,28923.0,16731.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Moong,10052.0,5953.0,0.0,24.69,4400.0,0.0,0.0,0.0,0.0
ASSAM,2012,Peas & beans (Pulses),30952.0,19821.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Pineapple,14192.0,234373.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Rapeseed &Mustard,279496.0,170382.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Sweet potato,6277.0,25955.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Urad,48527.0,26735.0,0.0,24.69,4300.0,0.0,0.0,0.0,0.0
ASSAM,2012,Wheat,33984.0,44190.0,0.0,24.69,1350.0,0.0,0.0,0.0,6514810.6
ASSAM,2012,Banana,47063.0,763234.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Coconut ,20233.0,136640.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Onion,7099.0,25893.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Potato,95436.0,708632.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2012,Sugarcane,28871.0,1028161.0,0.0,24.69,170.0,0.0,0.0,0.0,0.0
ASSAM,2012,Turmeric,16309.0,15583.0,0.0,24.69,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Rice,2503201.0,5193379.0,0.0,0.0,0.0,0.0,0.0,0.0,7133183.37
ASSAM,2013,Rice,2503201.0,5193379.0,0.0,0.0,0.0,0.0,0.0,0.0,7133183.37
ASSAM,2013,Arhar/Tur,6130.0,5642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Castor seed,877.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Cotton(lint),1140.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Jute,69822.0,717261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Maize,24068.0,76998.0,0.0,0.0,0.0,0.0,0.0,0.0,3954236.61
ASSAM,2013,Mesta,4444.0,29293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Niger seed,7273.0,4493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Orange,15669.0,188781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Papaya,7495.0,149144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Sesamum,11703.0,8571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Small millets,5444.0,3337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Tapioca,3128.0,27642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Tobacco,259.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Arecanut,68038.0,56999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Black pepper,3520.0,6083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Dry chillies,18915.0,16476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Ginger,15683.0,122307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Gram,2053.0,1432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Linseed,5986.0,3854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Masoor,29993.0,22364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Moong,12184.0,7807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Peas & beans (Pulses),31246.0,26509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Pineapple,16536.0,288596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Rapeseed &Mustard,279186.0,168977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Sweet potato,6046.0,30513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Urad,54001.0,31319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Wheat,31294.0,40444.0,0.0,0.0,0.0,0.0,0.0,0.0,5562374.74
ASSAM,2013,Banana,50806.0,857720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Coconut ,21141.0,146947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Onion,7436.0,28812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Potato,97956.0,700144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Sugarcane,29083.0,1075171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2013,Turmeric,16309.0,15782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Rice,2495297.0,5222645.0,0.0,0.0,0.0,0.0,0.0,0.0,8274046.02
ASSAM,2014,Rice,2495297.0,5222645.0,0.0,0.0,0.0,0.0,0.0,0.0,8274046.02
ASSAM,2014,Arhar/Tur,6047.0,5738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Castor seed,941.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Cotton(lint),912.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Jute,70403.0,767548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Maize,27953.0,93179.0,0.0,0.0,0.0,0.0,0.0,0.0,2825610.6
ASSAM,2014,Mesta,4599.0,25716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Niger seed,7152.0,4427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Orange,15761.0,202378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Papaya,7418.0,148857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Sesamum,12172.0,9232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Small millets,5343.0,3221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Tapioca,3301.0,30090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Tobacco,261.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Black pepper,3528.0,5898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Dry chillies,19605.0,17287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Ginger,16525.0,142093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Gram,2094.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Linseed,5619.0,3948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Masoor,29051.0,22524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Moong,11285.0,7757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Peas & beans (Pulses),29952.0,27676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Pineapple,16007.0,281271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Rapeseed &Mustard,281006.0,187522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Sweet potato,6213.0,32858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Urad,52830.0,34237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Wheat,23646.0,28769.0,0.0,0.0,0.0,0.0,0.0,0.0,2924070.18
ASSAM,2014,Banana,51279.0,865669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Onion,8283.0,32421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Potato,104521.0,783768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Sugarcane,29900.0,1099134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2014,Turmeric,16244.0,15906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Rice,2646177.0,3998443.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Arhar/Tur,7280.0,5159.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Castor seed,1662.0,681.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Cotton(lint),1673.0,760.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Jute,69513.0,668439.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Maize,20241.0,14616.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Mesta,5049.0,24557.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Niger seed,9044.0,4653.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Sesamum,14960.0,8076.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Small millets,10591.0,5410.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Gram,2661.0,1329.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Linseed,10206.0,5278.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Other  Rabi pulses,101474.0,55752.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Rapeseed &Mustard,274459.0,141231.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Wheat,70301.0,85695.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Arecanut,73237.0,68261.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Banana,42534.0,590095.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Coconut ,20913.0,135910000.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Dry chillies,14688.0,9681.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Onion,7359.0,17156.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Potato,80504.0,668457.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Sugarcane,26768.0,987696.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Sweet potato,8757.0,30351.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Tapioca,2859.0,13546.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Tobacco,1278.0,624.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2000,Turmeric,11626.0,8032.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Rice,2536421.0,3854248.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Arhar/Tur,7236.0,5125.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Castor seed,1636.0,671.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Cotton(lint),1882.0,860.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Jute,68178.0,674603.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Maize,19600.0,13940.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Mesta,4969.0,24484.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Niger seed,8914.0,4567.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Sesamum,14738.0,8054.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Small millets,8480.0,4403.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Gram,2463.0,1295.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Linseed,9972.0,5114.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Masoor,21308.0,11217.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Moong,8206.0,3740.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Other  Rabi pulses,108818.0,59768.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Peas & beans (Pulses),24375.0,14305.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Rapeseed &Mustard,272323.0,137056.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Urad,41785.0,23243.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Wheat,72245.0,85300.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Arecanut,73223.0,69663.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Banana,43600.0,606192.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Coconut ,21067.0,163597000.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Dry chillies,14732.0,9647.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Onion,7476.0,17453.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Potato,80056.0,620571.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Sugarcane,27166.0,1011398.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Sweet potato,8343.0,28665.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Tapioca,2904.0,13710.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Tobacco,1195.0,593.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2001,Turmeric,11812.0,8164.0,0.0,24.73,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Rice,2540680.0,3737802.0,0.0,25.0,1130.0,0.0,0.0,0.0,0.0
ASSAM,2002,Arhar/Tur,7013.0,4961.0,0.0,25.0,1325.0,0.0,0.0,0.0,0.0
ASSAM,2002,Castor seed,1577.0,651.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Cotton(lint),1556.0,716.0,0.0,25.0,3590.0,0.0,0.0,0.0,0.0
ASSAM,2002,Jute,67915.0,690619.0,0.0,25.0,850.0,0.0,0.0,0.0,0.0
ASSAM,2002,Maize,19812.0,14194.0,0.0,25.0,490.0,0.0,0.0,0.0,0.0
ASSAM,2002,Mesta,5133.0,25429.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Niger seed,9904.0,5060.0,0.0,25.0,1120.0,0.0,0.0,0.0,0.0
ASSAM,2002,Sesamum,14290.0,7789.0,0.0,25.0,1455.0,0.0,0.0,0.0,0.0
ASSAM,2002,Small millets,8310.0,4328.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Gram,2388.0,1205.0,0.0,25.0,1225.0,0.0,0.0,0.0,0.0
ASSAM,2002,Linseed,9717.0,5071.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Masoor,19730.0,10694.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Moong,7161.0,3286.0,0.0,25.0,1335.0,0.0,0.0,0.0,0.0
ASSAM,2002,Other  Rabi pulses,101665.0,53967.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Peas & beans (Pulses),23077.0,13684.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Rapeseed &Mustard,261309.0,129784.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Urad,40381.0,20100.0,0.0,25.0,1335.0,0.0,0.0,0.0,0.0
ASSAM,2002,Wheat,69061.0,77952.0,0.0,25.0,630.0,0.0,0.0,0.0,0.0
ASSAM,2002,Arecanut,73664.0,51631.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Banana,42631.0,589595.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Coconut ,20919.0,160277000.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Dry chillies,14885.0,9784.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Onion,7500.0,17467.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Orange,5960.0,66866.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Papaya,6942.0,101528.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Pineapple,13893.0,212561.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Potato,75486.0,589916.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Sugarcane,25152.0,916076.0,0.0,25.0,69.5,0.0,0.0,0.0,0.0
ASSAM,2002,Sweet potato,8243.0,28460.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Tapioca,2835.0,13501.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Tobacco,1104.0,539.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2002,Turmeric,12066.0,8315.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Rice,2529826.0,3880934.0,0.0,24.72,0.0,0.0,0.0,0.0,2640438.93
ASSAM,2003,Arhar/Tur,7012.0,4940.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Castor seed,1493.0,619.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Cotton(lint),1438.0,664.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Jute,64027.0,665268.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Maize,19569.0,14051.0,0.0,24.72,0.0,0.0,0.0,0.0,543270.88
ASSAM,2003,Mesta,5420.0,25867.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Niger seed,9747.0,5001.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Sesamum,14465.0,7953.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Small millets,8299.0,4320.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Gram,2419.0,1256.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Linseed,9604.0,5021.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Masoor,21736.0,11721.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Moong,7595.0,3513.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,other misc. pulses,11426.0,6672.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Peas & beans (Pulses),25133.0,14866.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Rapeseed &Mustard,264103.0,138296.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Urad,39588.0,20696.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Wheat,69954.0,73186.0,0.0,24.72,0.0,0.0,0.0,0.0,4093080.52
ASSAM,2003,Arecanut,74001.0,70414.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Banana,42982.0,594645.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Coconut ,21309.0,154284000.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Dry chillies,14808.0,9688.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Onion,7332.0,17142.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Orange,7386.0,82711.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Papaya,7178.0,104205.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Pineapple,14445.0,220899.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Potato,77894.0,543070.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Sugarcane,25431.0,981360.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Sweet potato,8194.0,28384.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Tapioca,2873.0,13613.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Tobacco,828.0,416.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2003,Turmeric,12249.0,8420.0,0.0,24.72,0.0,0.0,0.0,0.0,0.0
ASSAM,2004,Rice,2383731.0,3470750.0,0.0,24.74,1150.0,0.0,0.0,0.0,3615109.55
ASSAM,2004,Arhar/Tur,6733.0,4751.0,0.0,24.74,1390.0,0.0,0.0,0.0,0.0
ASSAM,2004,Castor seed,1349.0,572.0,0.0,24.74,0.0,0.0,0.0,0.0,0.0
ASSAM,2004,Cotton(lint),1389.0,663.0,0.0,24.74,3720.0,0.0,0.0,0.0,0.0
ASSAM,2004,Jute,57981.0,410409.0,0.0,24.74,890.0,0.0,0.0,0.0,0.0
ASSAM,2004,Mesta,5095.0,25454.0,0.0,24.74,0.0,0.0,0.0,0.0,0.0
